12/01/2009 11:28:32, 0, 0
12/01/2009 11:28:47, 52, 0
12/01/2009 11:28:59, 0, 0
12/01/2009 11:29:07, 51, 0
12/01/2009 11:29:24, 0, 0
12/01/2009 11:29:31, 50, 0
12/01/2009 11:29:47, 0, 0
12/01/2009 11:29:54, 49, 0
12/01/2009 11:30:06, 0, 0
12/01/2009 11:30:16, 52, 7
12/01/2009 11:30:23, 0, 0
12/01/2009 11:30:29, 50, 0
12/01/2009 11:30:40, 0, 0
12/01/2009 11:30:50, 52, 0
12/01/2009 11:31:00, 0, 0
12/01/2009 11:31:06, 52, 0
12/01/2009 11:31:17, 0, 0
12/01/2009 11:31:25, 52, 7
12/01/2009 11:31:35, 0, 0
12/01/2009 11:31:41, 52, 7
12/01/2009 11:31:53, 0, 0
12/01/2009 11:32:08, 49, 0
12/01/2009 11:32:21, 0, 35
12/01/2009 11:32:31, 52, 7
12/01/2009 11:32:40, 0, 0
12/01/2009 11:32:51, 50, 0
12/01/2009 11:33:01, 0, 0
12/01/2009 11:33:08, 50, 0
12/01/2009 11:33:16, 0, 0
12/01/2009 11:33:22, 52, 0
12/01/2009 11:33:32, 0, 0
12/01/2009 11:33:40, 52, 0
12/01/2009 11:33:49, 0, 0
12/01/2009 11:33:58, 52, 0
12/01/2009 11:34:05, 0, 0
12/01/2009 11:34:11, 0, 0
12/01/2009 11:34:27, 50, 6
12/01/2009 11:34:43, 0, 0
12/01/2009 11:34:58, 52, 0
12/01/2009 11:35:07, 0, 0
12/01/2009 11:35:22, 49, 0
